receiveTime,cpm,cpmError
2015-11-21 17:22:08,3.0,0.774597
2015-11-21 17:27:08,2.6,0.72111
2015-11-21 17:32:09,2.4,0.69282
2015-11-21 17:37:10,2.0,0.632456
2015-11-21 17:42:10,1.8,0.6
2015-11-21 17:47:11,1.0,0.447214
2015-11-21 17:52:11,2.4,0.69282
2015-11-21 17:57:12,3.6,0.848528
2015-11-21 18:02:12,3.6,0.848528
2015-11-21 18:07:13,1.6,0.565685
2015-11-21 18:12:13,2.6,0.72111
2015-11-21 18:17:14,2.6,0.72111
2015-11-21 18:22:14,2.6,0.72111
2015-11-21 18:27:15,3.8,0.87178
2015-11-21 18:32:16,3.2,0.8
2015-11-21 18:37:06,2.4,0.69282
2015-11-21 18:42:07,2.4,0.69282
2015-11-21 18:47:07,2.4,0.69282
2015-11-21 18:52:08,3.8,0.87178
2015-11-21 18:57:08,2.2,0.663325
2015-11-21 19:02:09,2.6,0.72111
2015-11-21 19:07:10,2.2,0.663325
2015-11-21 19:12:10,2.6,0.72111
2015-11-21 19:17:10,2.8,0.748331
2015-11-21 19:22:11,2.6,0.72111
2015-11-21 19:27:12,3.2,0.8
2015-11-21 19:32:12,2.4,0.69282
2015-11-21 19:37:13,3.0,0.774597
2015-11-21 19:42:13,2.4,0.69282
2015-11-21 19:47:14,2.0,0.632456
2015-11-21 19:52:14,3.0,0.774597
2015-11-21 19:57:15,2.2,0.663325
2015-11-21 20:02:15,2.2,0.663325
2015-11-21 20:07:16,3.4,0.824621
2015-11-21 20:12:06,2.4,0.69282
2015-11-21 20:17:07,2.0,0.632456
2015-11-21 20:22:07,1.6,0.565685
2015-11-21 20:27:08,1.4,0.52915
2015-11-21 20:32:08,2.8,0.748331
2015-11-21 20:37:09,3.6,0.848528
2015-11-21 20:42:09,3.0,0.774597
2015-11-21 20:47:10,3.4,0.824621
2015-11-21 20:52:11,2.4,0.69282
2015-11-21 20:57:11,2.0,0.632456
2015-11-21 21:02:12,3.0,0.774597
2015-11-21 21:07:12,1.8,0.6
2015-11-21 21:12:13,1.0,0.447214
2015-11-21 21:17:13,3.0,0.774597
2015-11-21 21:22:14,3.6,0.848528
2015-11-21 21:27:14,3.4,0.824621
2015-11-21 21:32:15,3.4,0.824621
2015-11-21 21:37:16,2.8,0.748331
2015-11-21 21:42:16,2.0,0.632456
2015-11-21 21:47:07,2.6,0.72111
2015-11-21 21:52:07,2.2,0.663325
2015-11-21 21:57:08,2.2,0.663325
2015-11-21 22:02:08,3.0,0.774597
2015-11-21 22:07:09,1.8,0.6
2015-11-21 22:12:09,2.2,0.663325
2015-11-21 22:17:10,2.4,0.69282
2015-11-21 22:22:11,2.8,0.748331
2015-11-21 22:27:11,2.8,0.748331
2015-11-21 22:32:12,2.4,0.69282
2015-11-21 22:37:12,2.6,0.72111
2015-11-21 22:42:13,2.0,0.632456
2015-11-21 22:47:13,3.2,0.8
2015-11-21 22:52:14,1.8,0.6
2015-11-21 22:57:14,3.2,0.8
2015-11-21 23:02:15,3.2,0.8
2015-11-21 23:07:15,2.4,0.69282
2015-11-21 23:12:16,1.6,0.565685
2015-11-21 23:17:06,3.4,0.824621
